what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952951898
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953057578
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415953067314
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415953072187
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1415953077714
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415953079313
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415953096479
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1415953120593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415953142352
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415953147368
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953147846
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953148172
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953149160
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953149535
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415953156777
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953157707
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953160439
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953161022
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953171463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953174923
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953196089
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415953208167
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953208994
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953210396
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953210820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953231075
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953232991
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953234504
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415953236133
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415953240566
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415953241538
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415953242123
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415953242717
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415953260171
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953262304
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953270630
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953272851
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953299437
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953302528
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953305858
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953307587
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953426637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953430707
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953508567
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953508997
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953509649
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1415953519261
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415953565023
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954304466
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415954309847
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415954311020
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954313726
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954316229
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415954318721
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415954323113
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415954324027
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954326902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954335463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954337702
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954595108
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954596155
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954625942
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415954633979
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415954635613
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415954640752
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954641397
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954643207
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954644042
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954664990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954673048
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954733813
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954736811
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954742123
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415954744713
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415954746846
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954747383
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954758358
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415954759762
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415954764005
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954764492
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954764992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954765808
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954775032
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415954795929
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954796624
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954810698
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954814475
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954828596
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415954830209
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415954834180
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415954838008
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954839587
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954928220
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415954928966
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415955456921
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415955457534
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415955583856
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415955596407
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415955602035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415955922202
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415955966046
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415955973560
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415955991996
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956000714
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956001402
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956001765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956002095
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956002375
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956002745
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956003047
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956003398
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956003684
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956003984
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956004238
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956004491
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956004695
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956004882
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956005117
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956005302
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956005487
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956005680
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415956010262
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415956027135
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956029020
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415956029370
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1415956031666
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415956032765
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1415956033979
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415956047281
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956047803
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956048593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956051368
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956060032
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956061044
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956115731
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956123353
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956601746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956620179
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956695554
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415956701743
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415956702394
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956705341
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956726910
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415956757858
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956758291
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956778092
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415956782666
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1415956798981
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415956800437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415956806183
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956809208
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956809706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956810168
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956811001
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956812161
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956814404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956818480
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956843804
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956845065
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956852783
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415956853848
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415956855496
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415956857067
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957018691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415957023579
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415957028079
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957045205
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957081583
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957088283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957106043
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957106579
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957114229
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957114570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957115305
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957115715
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957133631
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957144660
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957678388
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957683994
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957730648
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957757761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415957930801
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415957933846
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415957936650
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415957938032
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415957938033
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415957938644
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415957943560
